attributecolumnname,attributevalue,conversionrate,conversionmetricname,startdate,enddate
LeadTypeCode,rshelios,0.005,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,ctcp90,0.0037980692,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rpmme,0.375,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirsmovrvaco,0.060344826,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,qlrcacof,0.08311182,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,reloplus,0.2857143,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,ltqlrtr,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relolowes,0.04918033,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carisvcrp2,0.14634146,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carisvcurvthink,0.010043042,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,phquikly500ofr1,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relodpnt,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relotrc,0.06315789,LTC_close_rate,2021-06-12,2021-09-12
