attributecolumnname,attributevalue,conversionrate,conversionmetricname,startdate,enddate
State,KY,0.025673237,state_close_rate,2021-06-26,2021-09-26
State,WY,0.030780308,state_close_rate,2021-06-26,2021-09-26
State,NH,0.034875035,state_close_rate,2021-06-26,2021-09-26
LeadTypeCode,acdc,0.039936103,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirspixietest,0.08639309,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relocoag,0.14285715,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relofreep,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,dilioqlhla,0.0050133113,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,caqlp,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carircpivaac,0.03368421,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,lbqlpm,0.012658228,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relohshy,0.125,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relowalgr,0.0,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,FSB,0.0,adproperty_close_rate,2021-06-26,2021-09-26
State,MI,0.045654345,state_close_rate,2021-06-26,2021-09-26
LeadTypeCode,acp313radio,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,bkqlrtr,0.021887826,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,svcemail,0.18552037,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,BMM,0.0,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,RMA,0.0,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,lbqleoo5,0.047165874,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,schwabivap,0.09659091,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,LMS,0.037282832,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,caridswebp1,0.013278008,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carilivpurch,0.06666667,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,CDT,0.025097799,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirshrconrt,0.023809524,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rmamexhap,0.15235691,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rsinactwd30p,0.0025762387,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,lbqlpe2,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ltqlcra,0.081756756,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,reloatt,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rpltb,0.0,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,PEK,0.022048691,adproperty_close_rate,2021-06-26,2021-09-26
State,NV,0.0335361,state_close_rate,2021-06-26,2021-09-26
adproperty_parsed,RMZ,0.13286713,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ptql2,0.01256208,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,qsqltc,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relousss,0.0,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,GBR,0.08456201,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,LMP,0.02730757,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,SHA,0.0,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,acrcpurch,0.033400957,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,payofforvrmsa,0.047540206,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,qlrcacofiva,0.060318828,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relograe,0.054634146,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirshrfhast,0.07692308,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relobrook,0.15531336,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relogms,0.15652174,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rsnirvanarefi5,0.015242165,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,,0.04146086,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,IFM,0.0077419356,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ojql,0.00424371,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,FRU,0.046445496,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,gslt2ex,0.0015948963,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ojolabs,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rpgenman,0.2838428,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rpsfman,0.38754326,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,alexaleadp,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,bkqlrtp,0.007062285,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relocorp,0.125,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relounaff,0.2580645,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,ZNG,0.034188036,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relowndy,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rgqlva,0.02631579,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rmkarmaman,0.15789473,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,accadillac,0.47725776,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,actyc,0.45454547,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirswd60r,0.019607844,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rpfib,0.0,LTC_close_rate,2021-06-26,2021-09-26
State,MEX,0.0,state_close_rate,2021-06-26,2021-09-26
State,WI,0.023733655,state_close_rate,2021-06-26,2021-09-26
LeadTypeCode,caridmomr,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,lbqlscrs2,0.003048627,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ptqlf,0.0023980816,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,qlcollfo,0.07746479,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rpmmo,0.2542373,LTC_close_rate,2021-06-26,2021-09-26
State,ID,0.041560594,state_close_rate,2021-06-26,2021-09-26
State,CA,0.068273865,state_close_rate,2021-06-26,2021-09-26
State,CT,0.029582622,state_close_rate,2021-06-26,2021-09-26
State,NE,0.029032825,state_close_rate,2021-06-26,2021-09-26
State,MT,0.031409476,state_close_rate,2021-06-26,2021-09-26
State,NC,0.036358222,state_close_rate,2021-06-26,2021-09-26
State,VT,0.021421108,state_close_rate,2021-06-26,2021-09-26
LeadTypeCode,acgoadcon,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirssilk,0.0034692576,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,chatblpah,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,hlbp_mrwds,0.023026315,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,payoffhsvrmsa,0.0072934832,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relonri,0.21212122,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rshelios2,0.008728179,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,BZG,0.006993007,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,MDF,0.053550906,adproperty_close_rate,2021-06-26,2021-09-26
State,MD,0.03938393,state_close_rate,2021-06-26,2021-09-26
adproperty_parsed,BMB,0.0,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,FBI,0.02970852,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,RND,0.025764896,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,KAO,0.08450704,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,MBR,0.09046961,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relokeyes,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rlsvr,0.02403014,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rockcarirah,0.12765957,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,BAL,0.036144577,adproperty_close_rate,2021-06-26,2021-09-26
